gender,age_group,edu_level,personal_income,avg_use_time_min,leisure_score,utility_score
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,13.67329307989589,0.9468277873540689
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,0.0,15.181758284810481
남성,50~59,고등학교,500만원 ~ 600만원,41.415,6.288474179,8.930834266
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,0.0,15.885117153946409
남성,60이상,4년제이상 대학,소득없음,43.14,17.55980569220474,1.730373759264924
남성,50~59,4년제이상 대학,소득없음,43.989999999999995,2.4657486915,3.60087905375
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,1.8946461582499998,2.8969303094999996
남성,20~29,"2,3년제 전문대학",100만원 ~ 200만원,46.98500000000001,0.0,19.058333313493755
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890154999998,2.9532751932499997
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,38.620000000000005,9.57741228658296,0.0
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,2.24294996675,3.311370594
여성,60이상,4년제이상 대학,200만원 ~ 300만원,36.03,11.81657393670076,0.0
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.0625,0.0,9.402951581589566
여성,40~49,중졸이하,300만원 ~ 400만원,43.042500000000004,9.830849023999999,16.17541105975
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,1.67489748575,2.45206365825
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,38.620000000000005,0.0,15.557938424604792
남성,60이상,4년제이상 대학,500만원 ~ 600만원,39.665000000000006,2.8726740142897738,17.61923186533313
남성,20~29,4년제이상 대학,500만원 ~ 600만원,44.6225,1.7294300194586842,19.99871906673379
여성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,38.432500000000005,12.177239916804707,1.0121916667567468
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,1.6126830402499999,2.43598813825
여성,30~39,중졸이하,200만원 ~ 300만원,43.765,9.71313199925,15.844731571750001
남성,40~49,고등학교,100만원 ~ 200만원,44.11,0.0,14.463343512552392
남성,50~59,4년제이상 대학,소득없음,43.989999999999995,2.4657486915,3.60087905375
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890154999998,2.9532751932499997
남성,50~59,"2,3년제 전문대학",400만원 ~ 500만원,37.9325,18.84068712306854,2.9991997044448593
여성,20~29,고등학교,500만원 ~ 600만원,45.03999999999999,1.8630015169303489,15.316552575571968
여성,20~29,4년제이상 대학,500만원 ~ 600만원,44.14,13.958172599851576,3.793394313753555
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,11.01813747458173,0.0
남성,40~49,4년제이상 대학,100만원 ~ 200만원,43.21,4.133519112,6.72416065825
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,11.583670576615377,0.0
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,0.0,12.343759346146111
여성,20~29,"2,3년제 전문대학",소득없음,48.225,0.0,15.812942582171694
남성,40~49,4년제이상 대학,700만원 이상,42.455,34.641019104499996,68.74457733325
여성,16~19,고등학교,소득없음,48.794999999999995,14.864554339100916,3.37415529001735
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,12.330343324132928,0.0
여성,60이상,4년제이상 대학,700만원 이상,40.18,53.234713935985454,65.77696511423238
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,1.8706857794999998,2.87935739375
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,18.781869939777582,0.0
여성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,41.597500000000004,2.349354656,3.37604250675
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,12.460446848038712,0.0
남성,40~49,고등학교,소득없음,45.8325,14.022563736253705,0.0
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,2.46585513175,3.75242421275
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578644999999,2.469636574
여성,30~39,고등학교,300만원 ~ 400만원,38.375,2.0939375345,3.0812222397499998
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,13.80399483160486,1.1273222247221026
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,14.283543644784416,0.0
남성,20~29,4년제이상 대학,소득없음,48.0975,1.9917994465000002,2.8154899175
여성,60이상,4년제이상 대학,300만원 ~ 400만원,35.495000000000005,3.6888549045000003,5.2488972380000005
남성,40~49,4년제이상 대학,400만원 ~ 500만원,38.265,3.2693879072499996,4.7546072832499995
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,37.49,2.823303901,4.161431643
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,16.424585232096657,0.0
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.5675,12.963757330103094,0.0
여성,50~59,중졸이하,200만원 ~ 300만원,42.635,10.1791528325,16.58985134425
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,0.0,18.619343379301874
남성,40~49,고등학교,300만원 ~ 400만원,38.67,0.0,15.965591504443331
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,0.0,11.599219701700953
남성,16~19,4년제이상 대학,200만원 ~ 300만원,41.75,3.50790923075,4.90906602725
남성,30~39,고등학교,소득없음,46.02,2.3868791165000003,3.42707558325
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578644999999,2.469636574
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,10.643148825095235,0.0
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,13.049948021446912
남성,40~49,4년제이상 대학,400만원 ~ 500만원,38.265,12.703881361501228,3.1927216758073085
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,0.0,12.39333336320414
남성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,38.915000000000006,2.45103971375,3.72941844275
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,4.227622348,6.79807845775
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,1.7769291335,2.5662508215
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,8.13649889741479,0.0
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,13.72628417139595
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,10.839614290845528
남성,50~59,4년제이상 대학,200만원 ~ 300만원,37.3625,8.510581051697297,0.0
남성,60이상,4년제이상 대학,400만원 ~ 500만원,36.472500000000004,5.0635966535,7.10657421175
여성,50~59,고등학교,200만원 ~ 300만원,37.78,2.6301012249999998,3.882686896
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,2.09383109425,2.9296770807500003
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,9.414363290433482
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,1.67489748575,2.45206365825
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578644999999,2.469636574
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,0.0,16.724874387699696
여성,60이상,4년제이상 대학,소득없음,42.6575,0.0,11.951280585185735
여성,60이상,4년제이상 대학,300만원 ~ 400만원,35.495000000000005,0.0,19.899284285100002
남성,20~29,4년제이상 대학,100만원 미만,42.595,0.0,18.582638286655055
여성,30~39,4년제이상 대학,400만원 ~ 500만원,37.97,15.228170688880176,0.0
남성,20~29,4년제이상 대학,100만원 ~ 200만원,46.375,3.93773081825,6.2968669227500005
여성,50~59,"2,3년제 전문대학",500만원 ~ 600만원,40.6425,3.7781040460909936,19.71580811749908
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,1.6126830402499999,2.43598813825
남성,60이상,4년제이상 대학,200만원 ~ 300만원,36.5125,0.0,19.61685375733193
남성,16~19,4년제이상 대학,300만원 ~ 400만원,41.215,7.521000227040339,0.3760562699659076
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,18.10591893215954,0.0
여성,20~29,고등학교,600만원 ~ 700만원,40.86,26.449031339583172,17.611524401303583
여성,20~29,고등학교,소득없음,48.51499999999999,13.926086767038107,0.12663263314493367
여성,20~29,4년제이상 대학,100만원 미만,42.1125,17.78053112870915,2.896875084288146
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,10.541144908365965,0.0
남성,20~29,고등학교,소득없음,48.997499999999995,2.3789507047500003,3.3868062195
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,16.451106825309214,0.17829291815891946
여성,20~29,고등학교,700만원 이상,46.037499999999994,47.82632474332971,64.44506654481047
남성,30~39,"2,3년제 전문대학",소득없음,45.730000000000004,2.5800817924999997,3.7058203302500003
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,12.91388873226343,0.0
여성,20~29,고등학교,소득없음,48.51499999999999,0.0,18.5243057067004
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,9.37266887059501,0.0
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,1.6126830402499999,2.43598813825
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,0.0,11.870815074300074
남성,50~59,4년제이상 대학,200만원 ~ 300만원,37.3625,2.14884673075,3.2374527945
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,11.29243992032589,0.0
남성,40~49,중졸이하,소득없음,50.6875,5.338693163122975,28.847078012548003
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022
여성,30~39,고등학교,300만원 ~ 400만원,38.375,2.0939375345,3.0812222397499998
남성,16~19,"2,3년제 전문대학",200만원 ~ 300만원,42.36000000000001,0.0,11.99933094340733
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,8.925601913390683,0.0
남성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,37.4375,15.310839397894938,0.0
남성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,38.38,2.3808968565,3.673073559
남성,16~19,"2,3년제 전문대학",200만원 ~ 300만원,42.36000000000001,0.0,18.376163599800307
여성,40~49,고등학교,소득없음,45.35,0.0,13.385356828098303
남성,60이상,고등학교,300만원 ~ 400만원,36.8775,3.98190292675,5.7462957405
남성,20~29,4년제이상 대학,소득없음,48.0975,0.0,13.94914752199335
여성,30~39,고등학교,소득없음,45.5375,2.4809823525,3.50099338275
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,37.8975,12.630115574081872,0.0
여성,30~39,고등학교,200만원 ~ 300만원,38.91,0.0,12.010316820060677
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,12.143802936300869,0.0
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,0.0,8.240363414187982
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,13.37486810750905,0.0
남성,16~19,4년제이상 대학,100만원 미만,42.875,19.08797120332349,10.318735115302676
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,2.09383109425,2.9296770807500003
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,1.8005429222499998,2.82301251
남성,60이상,고등학교,300만원 ~ 400만원,36.8775,10.948774371086756,0.0
남성,30~39,고등학교,소득없음,46.02,0.0,11.791984833467517
남성,16~19,"2,3년제 전문대학",300만원 ~ 400만원,41.825,0.0,13.326552017878718
남성,40~49,고등학교,400만원 ~ 500만원,39.165,14.149050710054878,2.0329775051648973
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,6.865836977642537
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,0.0,14.950164493505362
여성,40~49,고등학교,300만원 ~ 400만원,38.1875,2.2817974165,3.4682466114999997
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,13.786542745048454,0.0
여성,60이상,4년제이상 대학,200만원 ~ 300만원,36.03,14.973027459780166,1.2098617517290577
여성,30~39,중졸이하,300만원 ~ 400만원,43.230000000000004,2.9947175964425945,23.794912511725602
남성,30~39,4년제이상 대학,600만원 ~ 700만원,37.465,16.886492564999998,21.2283862865
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,9.337815677508948,0.0
여성,16~19,4년제이상 대학,500만원 ~ 600만원,44.42,15.35145298969731,3.3223583010966244
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,6.585791323189243,0.9500353726818092
여성,20~29,4년제이상 대학,소득없음,47.614999999999995,12.26303477556399,0.0
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,12.922098071990643,0.0
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,42.080000000000005,0.0,14.685441256653496
여성,16~19,대학원 이상,300만원 ~ 400만원,60.31999999999999,25.955776145301424,15.23498701616354
남성,16~19,4년제이상 대학,300만원 ~ 400만원,41.215,13.786717367453264,3.789222487960423
여성,20~29,4년제이상 대학,400만원 ~ 500만원,40.9475,0.0,16.948659471196066
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,10.78327619364597
여성,60이상,4년제이상 대학,200만원 ~ 300만원,36.03,3.75899776175,5.30524212175
여성,50~59,고등학교,300만원 ~ 400만원,37.245000000000005,14.536491482203765,0.0
남성,40~49,고등학교,600만원 ~ 700만원,38.1775,17.46150370525,22.186726960250002
남성,40~49,고등학교,소득없음,45.8325,1.4295123415866806,11.353166219870591
남성,20~29,4년제이상 대학,소득없음,48.0975,1.9917994465000002,2.8154899175
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,16.79367136371359,0.0
남성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,42.040000000000006,3.65395354775,5.17737459675
여성,30~39,4년제이상 대학,100만원 미만,39.135,6.7139291335,9.826522836
남성,16~19,고등학교,300만원 ~ 400만원,42.114999999999995,3.82491763175,5.424037445500001
여성,40~49,고등학교,200만원 ~ 300만원,38.7225,0.0,14.032505579988687
남성,20~29,고등학교,소득없음,48.997499999999995,2.3789507047500003,3.3868062195
여성,20~29,4년제이상 대학,400만원 ~ 500만원,40.9475,3.1677028495,4.40123134725
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,2.1561519799999997,3.09729775975
여성,60이상,4년제이상 대학,300만원 ~ 400만원,35.495000000000005,3.6888549045000003,5.2488972380000005
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,1.7769291335,2.5662508215
여성,20~29,4년제이상 대학,소득없음,47.614999999999995,9.725075452993613,0.0
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,0.0,14.40566564198031
여성,20~29,고등학교,소득없음,48.51499999999999,0.0,14.457726175385558
남성,30~39,고등학교,200만원 ~ 300만원,39.3925,2.06997715575,3.063649324
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,2.0787038735,3.1811079107499998
남성,40~49,고등학교,200만원 ~ 300만원,39.205,2.25783703775,3.45067369575
남성,20~29,"2,3년제 전문대학",소득없음,48.7075,0.6164231347081248,17.021934408144954
남성,20~29,고등학교,300만원 ~ 400만원,41.834999999999994,0.0,11.76295933028095
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,1.8946461582499998,2.8969303094999996
여성,60이상,4년제이상 대학,소득없음,42.6575,4.0758997225,5.668668381
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,1.76900072175,2.52598145775
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,0.0,16.435401169597423
남성,30~39,"2,3년제 전문대학",100만원 ~ 200만원,44.0075,11.977048854583412,0.0
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,1.67489748575,2.45206365825
남성,30~39,고등학교,소득없음,46.02,0.0,12.712503486165982
남성,20~29,4년제이상 대학,소득없음,48.0975,11.336634789770558,0.0
여성,20~29,고등학교,소득없음,48.51499999999999,0.0,14.219201151300812
남성,40~49,고등학교,200만원 ~ 300만원,39.205,2.25783703775,3.45067369575
남성,20~29,4년제이상 대학,소득없음,48.0975,0.0,12.001034737207274
남성,40~49,고등학교,300만원 ~ 400만원,38.67,0.0,11.789893960642836
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,1.8946461582499998,2.8969303094999996
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,0.0,15.850232458329558
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,0.0,15.09757532063781
여성,40~49,4년제이상 대학,소득없음,44.449999999999996,12.652152546269207,0.0
남성,20~29,고등학교,200만원 ~ 300만원,42.37,2.062048744,3.0233799602499998
남성,20~29,4년제이상 대학,소득없음,48.0975,9.621393327005375,0.0
남성,50~59,고등학교,소득없음,44.89,8.198193314494386,2.6067079400799633
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,0.0,8.724081830080943
남성,30~39,4년제이상 대학,400만원 ~ 500만원,38.4525,3.08152802525,4.3675829114999996
여성,30~39,"2,3년제 전문대학",소득없음,45.2475,12.694968465263253,0.0
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,14.834270848538708,0.0
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,8.726302241624186,0.0
남성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,38.38,0.0,13.430958207639655
여성,60이상,4년제이상 대학,300만원 ~ 400만원,35.495000000000005,15.224883445838874,0.0
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890154999998,2.9532751932499997
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,1.7769291335,2.5662508215
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,4.5949646452871,0.11410480850314775
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,2.08600912275,3.040952876
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,10.734656147691679,0.0
여성,60이상,"2,3년제 전문대학",소득없음,43.2675,0.0,14.722704706816508
남성,30~39,고등학교,소득없음,46.02,0.0,11.656232044756987
남성,16~19,고등학교,300만원 ~ 400만원,42.114999999999995,13.407604318403894,2.6158056878641824
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.0625,2.27921179875,3.319697623
여성,50~59,고등학교,200만원 ~ 300만원,37.78,2.6301012249999998,3.882686896
남성,60이상,4년제이상 대학,300만원 ~ 400만원,35.977500000000006,14.477160538237161,1.1408853687932234
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,36.955,2.75316104375,4.105086759250001
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,3.5318696095,4.926638943
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,0.6306947602291093,13.29209620315671
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,0.0,18.50058579254121
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,12.038170830430412,0.0
남성,20~29,중졸이하,300만원 ~ 400만원,46.69,9.540957494249998,15.67419952475
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,1.6047546285,2.3957187745
여성,20~29,고등학교,100만원 미만,43.012499999999996,7.09315198,10.35756977425
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,11.638459337561727
남성,50~59,고등학교,200만원 ~ 300만원,38.2625,0.0,14.241062415333726
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,0.0,16.744582493776292
남성,50~59,고등학교,400만원 ~ 500만원,38.2225,3.93470011675,5.684018986
남성,20~29,고등학교,소득없음,48.997499999999995,2.3789507047500003,3.3868062195
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,1.7769291335,2.5662508215
여성,40~49,고등학교,300만원 ~ 400만원,38.1875,0.0,17.112388052346493
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,1.6047546285,2.3957187745
여성,30~39,고등학교,400만원 ~ 500만원,38.87,0.0,18.601957781447275
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,0.0,9.723116750538038
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,8.381309952785703,0.0
여성,40~49,고등학교,300만원 ~ 400만원,38.1875,0.0,15.854215029098686
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,37.8975,0.0,11.923112722864335
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022
남성,16~19,"2,3년제 전문대학",400만원 ~ 500만원,42.32000000000001,5.48696529275,7.6343769657500005
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,14.819444546150539,0.0
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,1.76900072175,2.52598145775
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.085,0.0,10.557482346606417
여성,40~49,고등학교,400만원 ~ 500만원,38.6825,0.0,18.420469899244722
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,8.457464908399453
여성,50~59,고등학교,400만원 ~ 500만원,37.74,17.964131658281975,0.0
남성,20~29,고등학교,300만원 ~ 400만원,41.834999999999994,12.253538001823173,0.0
남성,20~29,고등학교,300만원 ~ 400만원,41.834999999999994,15.200896052405549,0.0
남성,50~59,고등학교,200만원 ~ 300만원,38.2625,2.535997989,3.8087690965
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,1.70678627625,2.50990593775
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,13.877740769254123,0.0
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,0.0,12.644249633600648
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,38.620000000000005,11.9159120058526,0.0
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,42.080000000000005,0.0,11.613026182282026
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,0.0,14.993465823344609
남성,20~29,"2,3년제 전문대학",소득없음,48.7075,14.032557192977357,0.0
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,1.8706857794999998,2.87935739375
남성,20~29,고등학교,300만원 ~ 400만원,41.834999999999994,13.939448745979114,0.0
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,17.408799736157132,0.0
남성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,39.102500000000006,6.647198671213289,0.0
남성,60이상,"2,3년제 전문대학",100만원 ~ 200만원,42.0275,6.5080817925,9.92618863575
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,0.0,19.296442400421743
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,2.1205582565451877,14.317966794043986
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578644999999,2.469636574
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.0625,16.101497520069575,0.0
여성,30~39,고등학교,300만원 ~ 400만원,38.375,8.012492379260419,0.0
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,10.053729133901395,0.0
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,8.79667643103784,0.0
여성,40~49,4년제이상 대학,소득없음,44.449999999999996,0.0,12.07169740742316
남성,20~29,"2,3년제 전문대학",소득없음,48.7075,2.57215338075,3.6655509665
남성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,39.102500000000006,2.2631798317499996,3.342394071
여성,40~49,고등학교,500만원 ~ 600만원,41.875,14.795918183612518,3.562052738803647
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,2.18510856275,3.2457798235
여성,50~59,고등학교,300만원 ~ 400만원,37.245000000000005,0.0,13.984917135472017
남성,30~39,고등학교,200만원 ~ 300만원,39.3925,2.06997715575,3.063649324
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,8.760016817974172,0.0
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,13.990733513115654,0.0
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,1.8005429222499998,2.82301251
남성,40~49,고등학교,200만원 ~ 300만원,39.205,12.528984155447361,0.0
남성,30~39,고등학교,소득없음,46.02,2.3868791165000003,3.42707558325
남성,20~29,고등학교,소득없음,48.997499999999995,2.3789507047500003,3.3868062195
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,2.1561519799999997,3.09729775975
남성,60이상,고등학교,소득없음,44.04,21.776943970529626,4.635600838324841
여성,50~59,4년제이상 대학,소득없음,43.5075,2.5598519275,3.67479685325
여성,16~19,"2,3년제 전문대학",200만원 ~ 300만원,41.877500000000005,4.1823664009999995,5.83304487575
남성,30~39,고등학교,100만원 ~ 200만원,44.2975,4.33281048825,6.9084525885
여성,40~49,고등학교,소득없음,45.35,13.285498528160534,0.0
여성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,41.557500000000005,16.049832275783373,0.8033634777913283
남성,16~19,"2,3년제 전문대학",100만원 ~ 200만원,47.26500000000001,6.3510964974999995,9.60393034075
남성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,42.040000000000006,0.3722668724116036,15.27680244017855
남성,50~59,고등학교,200만원 ~ 300만원,38.2625,0.0,13.52150949613296
여성,20~29,고등학교,400만원 ~ 500만원,41.8475,3.5548541077499998,4.97254764925
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,1.8005429222499998,2.82301251
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,36.955,15.600059913642312,1.687843160391647
여성,20~29,고등학교,100만원 미만,43.012499999999996,19.425418308125103,3.721125915848517
여성,30~39,중졸이하,소득없음,50.3925,19.971443686768474,9.504329869859605
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890154999998,2.9532751932499997
남성,30~39,4년제이상 대학,100만원 ~ 200만원,43.3975,3.9456592299999995,6.3371362865
남성,20~29,고등학교,200만원 ~ 300만원,42.37,8.312942253674027,0.0
남성,20~29,고등학교,소득없음,48.997499999999995,11.624736123245835,0.0
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,0.0,8.627465561156876
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,1.70678627625,2.50990593775
여성,30~39,고등학교,200만원 ~ 300만원,38.91,6.789176965678731,0.0
남성,16~19,4년제이상 대학,소득없음,48.3775,3.8248111915000003,5.2724922865
남성,20~29,고등학교,200만원 ~ 300만원,42.37,13.394650783161378,0.0
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,1.6126830402499999,2.43598813825
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,0.0,15.602069370464143
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,0.0,18.447916889702466
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890154999998,2.9532751932499997
여성,40~49,고등학교,소득없음,45.35,2.6688422345,3.8880177545
남성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,38.38,13.943818950076102,0.0
여성,60이상,대학원 이상,300만원 ~ 400만원,55.082499999999996,32.27360104358648,17.018836383657987
여성,16~19,고등학교,300만원 ~ 400만원,41.63249999999999,3.91902086775,5.497955245
남성,60이상,"2,3년제 전문대학",소득없음,43.75,16.231687240076255,3.730165349468675
남성,50~59,4년제이상 대학,500만원 ~ 600만원,40.515,0.0,16.880079010921538
남성,16~19,"2,3년제 전문대학",400만원 ~ 500만원,42.32000000000001,5.48696529275,7.6343769657500005
여성,50~59,4년제이상 대학,소득없음,43.5075,2.5598519275,3.67479685325
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,0.0,8.14389446094702
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,1.6126830402499999,2.43598813825
남성,30~39,4년제이상 대학,소득없음,45.12,1.99972785825,2.85575928125
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,1.8005429222499998,2.82301251
