gender,age_group,edu_level,personal_income,ai_use_rate,avg_use_time_min,leisure_score,utility_score
여성,50~59,4년제이상 대학,100만원 ~ 200만원,11.15,41.785000000000004,4.50578329925,7.156173858500001
남성,50~59,4년제이상 대학,700만원 이상,12.899999999999999,41.512499999999996,34.91918005575,69.102672734
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876
여성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,13.325,41.557500000000005,3.74805678375,5.25129239625
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.1721953557500004
여성,20~29,고등학교,200만원 ~ 300만원,12.825000000000001,41.887499999999996,2.1561519799999997,3.09729775975
남성,40~49,중졸이하,200만원 ~ 300만원,11.2,44.06,9.80688864525,16.157838144
남성,60이상,4년제이상 대학,400만원 ~ 500만원,10.899999999999999,36.472500000000004,5.0635966535,7.10657421175
여성,50~59,4년제이상 대학,100만원 ~ 200만원,11.15,41.785000000000004,4.50578329925,7.156173858500001
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025
여성,50~59,고등학교,400만원 ~ 500만원,9.375,37.74,4.02880335275,5.7579367855
여성,50~59,고등학교,100만원 미만,9.225,38.905,7.567101225,11.1429589105
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
남성,50~59,4년제이상 대학,400만원 ~ 500만원,11.95,37.3225,3.5475488585,5.112702684
남성,20~29,4년제이상 대학,500만원 ~ 600만원,15.0,44.6225,5.42737367575,7.57412882775
남성,50~59,4년제이상 대학,400만원 ~ 500만원,11.95,37.3225,3.5475488585,5.112702684
여성,30~39,4년제이상 대학,소득없음,15.225,44.637499999999996,2.09383109425,2.9296770807500003
여성,20~29,고등학교,200만원 ~ 300만원,12.825000000000001,41.887499999999996,2.1561519799999997,3.09729775975
여성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,9.625,36.64,4.339351696,6.15530317075
남성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,11.075000000000001,37.9725,2.7292006649999996,4.0875138435
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
여성,50~59,고등학교,소득없음,10.35,44.4075,2.94700318575,4.246113155250001
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005
남성,30~39,고등학교,500만원 ~ 600만원,12.475,42.545,5.8224533457500005,8.1857144935
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,14.575,41.0625,2.27921179875,3.319697623
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890154999998,2.9532751932499997
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
여성,60이상,4년제이상 대학,소득없음,11.475,42.6575,4.0758997225,5.668668381
남성,20~29,고등학교,300만원 ~ 400만원,14.075,41.834999999999994,1.99190588675,2.9670350764999998
남성,60이상,4년제이상 대학,소득없음,11.874999999999998,43.14,3.9817964865000004,5.5947505815
여성,30~39,"2,3년제 전문대학",소득없음,13.95,45.2475,2.6741850285,3.77973812975
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857794999998,2.87935739375
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.625,38.5675,2.1930369745,3.28604918725
여성,20~29,4년제이상 대학,200만원 ~ 300만원,15.0,40.9875,1.76900072175,2.52598145775
여성,60이상,대학원 이상,100만원 ~ 200만원,10.35,60.5225,20.567503655,26.255609469
여성,16~19,4년제이상 대학,200만원 ~ 300만원,13.975,41.2675,3.6020124667499998,4.98298382675
남성,50~59,고등학교,300만원 ~ 400만원,11.025,37.7275,2.46585513175,3.75242421275
남성,20~29,고등학교,100만원 미만,12.674999999999999,43.495,6.9990487439999995,10.28365197475
여성,50~59,고등학교,100만원 ~ 200만원,8.975,42.685,4.8929345575,7.7274901605
남성,20~29,4년제이상 대학,500만원 ~ 600만원,15.0,44.6225,5.42737367575,7.57412882775
여성,60이상,중졸이하,400만원 ~ 500만원,8.3,41.745000000000005,13.09390275525,20.4589727615
남성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,13.375,39.0625,3.6618819594999996,5.2176439605
남성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.875,36.587500000000006,4.1751056027499995,6.0250404875
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
남성,50~59,4년제이상 대학,500만원 ~ 600만원,11.95,40.515,5.90132292075,8.359517964
남성,60이상,고등학교,100만원 ~ 200만원,8.325,42.3175,6.3148791165,9.64744388875
여성,60이상,고등학교,소득없음,9.3,43.5575,4.46305098075,6.239984682999999
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025
남성,20~29,4년제이상 대학,500만원 ~ 600만원,15.0,44.6225,5.42737367575,7.57412882775
여성,50~59,고등학교,300만원 ~ 400만원,10.625,37.245000000000005,2.55995836775,3.82634201225
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.525,36.955,2.75316104375,4.105086759250001
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.149999999999999,35.977500000000006,3.5947516685000003,5.1749794385
남성,30~39,4년제이상 대학,500만원 ~ 600만원,14.649999999999999,41.644999999999996,5.4353020875,7.614398191499999
여성,20~29,4년제이상 대학,300만원 ~ 400만원,15.85,40.4525,1.6988578644999999,2.469636574
남성,20~29,고등학교,600만원 ~ 700만원,12.45,41.3425,17.2657154115,21.75943322475
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466114999997
여성,30~39,"2,3년제 전문대학",소득없음,13.95,45.2475,2.6741850285,3.77973812975
여성,50~59,4년제이상 대학,100만원 미만,11.4,38.005,7.17994996675,10.571642608500001
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
남성,20~29,4년제이상 대학,100만원 ~ 200만원,14.6,46.375,3.93773081825,6.2968669227500005
남성,50~59,고등학교,300만원 ~ 400만원,11.025,37.7275,2.46585513175,3.75242421275
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
여성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.475,36.105000000000004,4.26920883875,6.098958287
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045000003,5.2488972380000005
여성,20~29,"2,3년제 전문대학",500만원 ~ 600만원,13.325,44.75,6.101830846,8.498107676250001
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466114999997
여성,40~49,고등학교,400만원 ~ 500만원,10.425,38.6825,3.7506424015,5.399841384749999
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,14.125,42.080000000000005,2.25525142,3.30212470725
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405
여성,60이상,"2,3년제 전문대학",400만원 ~ 500만원,9.225,36.6,5.73805382375,8.03055306025
남성,30~39,4년제이상 대학,100만원 미만,14.499999999999998,39.6175,6.6198258975,9.7526050365
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
남성,20~29,4년제이상 대학,100만원 ~ 200만원,14.6,46.375,3.93773081825,6.2968669227500005
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405
남성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.875,36.587500000000006,4.1751056027499995,6.0250404875
남성,40~49,"2,3년제 전문대학",500만원 ~ 600만원,11.725,42.0675,6.2035159037500005,8.85148361225
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643
여성,60이상,고등학교,500만원 ~ 600만원,8.325,40.082499999999996,7.8986252100000005,10.998623593249999
여성,20~29,중졸이하,400만원 ~ 500만원,12.4,46.7025,11.103905715249999,17.6797120975
남성,30~39,4년제이상 대학,100만원 ~ 200만원,14.249999999999998,43.3975,3.9456592299999995,6.3371362865
남성,40~49,고등학교,100만원 ~ 200만원,10.424999999999999,44.11,4.5206703702499995,7.29547696025
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045000003,5.2488972380000005
여성,50~59,4년제이상 대학,100만원 ~ 200만원,11.15,41.785000000000004,4.50578329925,7.156173858500001
여성,30~39,고등학교,300만원 ~ 400만원,13.325,38.375,2.0939375345,3.0812222397499998
여성,16~19,4년제이상 대학,400만원 ~ 500만원,13.575,41.2275,5.0007145945,6.85823371625
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890154999998,2.9532751932499997
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.575,37.8975,2.4750000925,3.7469913585
남성,60이상,"2,3년제 전문대학",100만원 미만,9.475,38.2475,9.18224846,13.34165738575
여성,60이상,"2,3년제 전문대학",소득없음,10.2,43.2675,4.65625365675,6.5187294300000005
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711
남성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.975,38.38,2.3808968565,3.673073559
남성,40~49,"2,3년제 전문대학",100만원 ~ 200만원,11.325,43.82,4.71387304625,7.57422170725
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
남성,20~29,고등학교,300만원 ~ 400만원,14.075,41.834999999999994,1.99190588675,2.9670350764999998
남성,50~59,고등학교,400만원 ~ 500만원,9.775,38.2225,3.93470011675,5.684018986
남성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,11.075000000000001,37.9725,2.7292006649999996,4.0875138435
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
남성,60이상,4년제이상 대학,소득없음,11.874999999999998,43.14,3.9817964865000004,5.5947505815
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.769999999999996,1.8005429222499998,2.82301251
여성,16~19,4년제이상 대학,300만원 ~ 400만원,14.825,40.7325,3.5318696095,4.926638943
남성,60이상,4년제이상 대학,400만원 ~ 500만원,10.899999999999999,36.472500000000004,5.0635966535,7.10657421175
여성,50~59,4년제이상 대학,소득없음,12.525,43.5075,2.5598519275,3.67479685325
남성,30~39,4년제이상 대학,소득없음,15.624999999999998,45.12,1.99972785825,2.85575928125
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045000003,5.2488972380000005
남성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.925,37.4375,2.65905780775,4.0311689597500004
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325
남성,40~49,고등학교,100만원 ~ 200만원,10.424999999999999,44.11,4.5206703702499995,7.29547696025
여성,20~29,고등학교,500만원 ~ 600만원,12.425,45.03999999999999,5.90862817,8.21936292925
여성,40~49,4년제이상 대학,400만원 ~ 500만원,12.6,37.7825,3.36349114325,4.82852508275
여성,20~29,4년제이상 대학,300만원 ~ 400만원,15.85,40.4525,1.6988578644999999,2.469636574
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375
남성,50~59,"2,3년제 전문대학",소득없음,11.65,44.6,3.0461026257499997,4.45094010275
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575
남성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,10.025,37.1225,4.24524846,6.08138537125
남성,16~19,4년제이상 대학,소득없음,14.950000000000001,48.3775,3.8248111915000003,5.2724922865
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.299999999999999,36.5125,3.6648945257500003,5.23132432225
여성,20~29,고등학교,200만원 ~ 300만원,12.825000000000001,41.887499999999996,2.1561519799999997,3.09729775975
여성,60이상,4년제이상 대학,소득없음,11.475,42.6575,4.0758997225,5.668668381
남성,60이상,4년제이상 대학,500만원 ~ 600만원,10.899999999999999,39.665000000000006,7.41737071575,10.35338949175
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.149999999999999,35.977500000000006,3.5947516685000003,5.1749794385
여성,16~19,4년제이상 대학,300만원 ~ 400만원,14.825,40.7325,3.5318696095,4.926638943
남성,50~59,고등학교,300만원 ~ 400만원,11.025,37.7275,2.46585513175,3.75242421275
남성,60이상,고등학교,소득없음,9.7,44.04,4.36894774475,6.166066883499999
여성,50~59,고등학교,100만원 ~ 200만원,8.975,42.685,4.8929345575,7.7274901605
남성,60이상,고등학교,소득없음,9.7,44.04,4.36894774475,6.166066883499999
여성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,13.725,41.597500000000004,2.349354656,3.37604250675
남성,20~29,고등학교,400만원 ~ 500만원,12.825,42.33,3.46075087175,4.89862984975
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.6301012249999998,3.882686896
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.149999999999999,35.977500000000006,3.5947516685000003,5.1749794385
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.625,38.5675,2.1930369745,3.28604918725
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
남성,50~59,4년제이상 대학,소득없음,12.924999999999999,43.989999999999995,2.4657486915,3.60087905375
여성,40~49,4년제이상 대학,소득없음,13.575,44.449999999999996,2.28169097625,3.3167014525
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.1721953557500004
남성,50~59,중졸이하,400만원 ~ 500만원,9.75,43.0775,11.483751724249998,18.39118343425
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,14.125,42.080000000000005,2.25525142,3.30212470725
여성,40~49,4년제이상 대학,300만원 ~ 400만원,13.85,37.287499999999994,1.8946461582499998,2.8969303094999996
여성,60이상,고등학교,400만원 ~ 500만원,8.325,36.89,5.54485114775,7.75180831325
남성,60이상,"2,3년제 전문대학",소득없음,10.6,43.75,4.56215042075,6.4448116305
남성,20~29,"2,3년제 전문대학",100만원 미만,13.575,43.205000000000005,7.19225142,10.562396721750002
여성,20~29,4년제이상 대학,200만원 ~ 300만원,15.0,40.9875,1.76900072175,2.52598145775
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.149999999999999,35.977500000000006,3.5947516685000003,5.1749794385
남성,40~49,4년제이상 대학,소득없음,13.975,44.9325,2.1875877402499997,3.242783653
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.225,38.085,2.2871402105,3.35996698675
여성,20~29,4년제이상 대학,200만원 ~ 300만원,15.0,40.9875,1.76900072175,2.52598145775
남성,50~59,4년제이상 대학,500만원 ~ 600만원,11.95,40.515,5.90132292075,8.359517964
남성,30~39,4년제이상 대학,400만원 ~ 500만원,14.649999999999999,38.4525,3.08152802525,4.3675829114999996
여성,20~29,"2,3년제 전문대학",소득없음,14.299999999999999,48.225,2.66625661675,3.7394687660000003
남성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.775,39.102500000000006,2.2631798317499996,3.342394071
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857794999998,2.87935739375
여성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.475,36.105000000000004,4.26920883875,6.098958287
여성,30~39,4년제이상 대학,소득없음,15.225,44.637499999999996,2.09383109425,2.9296770807500003
남성,16~19,고등학교,소득없음,12.775,49.277499999999996,4.21196244975,5.8438085885
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375
여성,50~59,4년제이상 대학,100만원 ~ 200만원,11.15,41.785000000000004,4.50578329925,7.156173858500001
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965
남성,16~19,4년제이상 대학,200만원 ~ 300만원,14.375000000000002,41.75,3.50790923075,4.90906602725
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.225,38.085,2.2871402105,3.35996698675
여성,30~39,고등학교,200만원 ~ 300만원,12.475,38.91,2.1640803917499998,3.1375671234999998
여성,30~39,"2,3년제 전문대학",600만원 ~ 700만원,12.6,37.5925,17.56094973525,22.152365135
여성,30~39,고등학교,300만원 ~ 400만원,13.325,38.375,2.0939375345,3.0812222397499998
여성,40~49,4년제이상 대학,100만원 ~ 200만원,12.2,42.7275,4.227622348,6.79807845775
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890154999998,2.9532751932499997
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857794999998,2.87935739375
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045000003,5.2488972380000005
여성,20~29,4년제이상 대학,소득없음,15.575,47.614999999999995,2.0859026825,2.889407717
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,14.125,42.080000000000005,2.25525142,3.30212470725
남성,50~59,4년제이상 대학,400만원 ~ 500만원,11.95,37.3225,3.5475488585,5.112702684
여성,20~29,고등학교,소득없음,13.4,48.51499999999999,2.47305394075,3.460724019
남성,50~59,4년제이상 대학,100만원 미만,11.799999999999999,38.4875,7.08584673075,10.497724809000001
남성,40~49,4년제이상 대학,700만원 이상,13.95,42.455,34.641019104499996,68.74457733325
여성,40~49,"2,3년제 전문대학",소득없음,12.299999999999999,45.06,2.8620449105,4.1667625015
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025
남성,16~19,고등학교,소득없음,12.775,49.277499999999996,4.21196244975,5.8438085885
여성,60이상,"2,3년제 전문대학",소득없음,10.2,43.2675,4.65625365675,6.5187294300000005
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.299999999999999,36.5125,3.6648945257500003,5.23132432225
남성,16~19,고등학교,소득없음,12.775,49.277499999999996,4.21196244975,5.8438085885
여성,50~59,4년제이상 대학,소득없음,12.525,43.5075,2.5598519275,3.67479685325
남성,60이상,"2,3년제 전문대학",100만원 ~ 200만원,9.225,42.0275,6.5080817925,9.92618863575
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.6301012249999998,3.882686896
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405
여성,60이상,4년제이상 대학,100만원 ~ 200만원,10.1,40.935,6.02183109425,9.15004538625
남성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,13.725,42.040000000000006,3.65395354775,5.17737459675
여성,20~29,고등학교,100만원 ~ 200만원,12.025,46.7925,4.4189853125,6.94210102425
여성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,11.725,38.432500000000005,2.5451429497499998,3.80333624225
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.375,38.620000000000005,2.35728306775,3.4163118705
남성,20~29,4년제이상 대학,300만원 ~ 400만원,16.25,40.935,1.6047546285,2.3957187745
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.5245914952499997
남성,20~29,고등학교,200만원 ~ 300만원,13.225,42.37,2.062048744,3.0233799602499998
남성,30~39,고등학교,200만원 ~ 300만원,12.875,39.3925,2.06997715575,3.063649324
남성,40~49,"2,3년제 전문대학",400만원 ~ 500만원,11.725,38.875,3.8497418415,5.60466833225
남성,40~49,4년제이상 대학,100만원 ~ 200만원,12.6,43.21,4.133519112,6.72416065825
남성,50~59,"2,3년제 전문대학",100만원 ~ 200만원,10.275,42.8775,4.9920339975,7.932317108
남성,60이상,고등학교,400만원 ~ 500만원,8.725,37.3725,5.45074791175,7.6778905137499995
여성,16~19,고등학교,300만원 ~ 400만원,12.65,41.63249999999999,3.91902086775,5.497955245
여성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,11.725,38.432500000000005,2.5451429497499998,3.80333624225
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.769999999999996,1.8005429222499998,2.82301251
여성,30~39,4년제이상 대학,300만원 ~ 400만원,15.5,37.474999999999994,1.70678627625,2.50990593775
여성,20~29,4년제이상 대학,400만원 ~ 500만원,14.6,40.9475,3.1677028495,4.40123134725
여성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,9.625,36.64,4.339351696,6.15530317075
여성,50~59,고등학교,300만원 ~ 400만원,10.625,37.245000000000005,2.55995836775,3.82634201225
여성,60이상,"2,3년제 전문대학",600만원 ~ 700만원,8.85,35.6125,19.5430183635,24.891356435250003
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325
여성,40~49,"2,3년제 전문대학",소득없음,12.299999999999999,45.06,2.8620449105,4.1667625015
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.769999999999996,1.8005429222499998,2.82301251
여성,50~59,고등학교,400만원 ~ 500만원,9.375,37.74,4.02880335275,5.7579367855
남성,16~19,고등학교,200만원 ~ 300만원,12.200000000000001,42.65,3.8950604889999996,5.48038232925
여성,40~49,4년제이상 대학,300만원 ~ 400만원,13.85,37.287499999999994,1.8946461582499998,2.8969303094999996
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.625,38.5675,2.1930369745,3.28604918725
남성,20~29,고등학교,소득없음,13.799999999999999,48.997499999999995,2.3789507047500003,3.3868062195
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
남성,20~29,고등학교,100만원 ~ 200만원,12.424999999999999,47.275,4.3248820765,6.86818322475
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
남성,40~49,고등학교,500만원 ~ 600만원,10.825,42.3575,6.01031322775,8.572738865249999
남성,20~29,4년제이상 대학,300만원 ~ 400만원,16.25,40.935,1.6047546285,2.3957187745
여성,20~29,4년제이상 대학,300만원 ~ 400만원,15.85,40.4525,1.6988578644999999,2.469636574
여성,40~49,"2,3년제 전문대학",소득없음,12.299999999999999,45.06,2.8620449105,4.1667625015
여성,40~49,"2,3년제 전문대학",100만원 미만,11.174999999999999,39.557500000000005,7.48214294975,11.063608256750001
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.6301012249999998,3.882686896
남성,60이상,중졸이하,600만원 ~ 700만원,8.325,41.24000000000001,26.804764059,37.245858337
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
남성,20~29,고등학교,200만원 ~ 300만원,13.225,42.37,2.062048744,3.0233799602499998
여성,30~39,4년제이상 대학,500만원 ~ 600만원,14.25,41.162499999999994,5.5294053235,7.688315991
남성,60이상,고등학교,소득없음,9.7,44.04,4.36894774475,6.166066883499999
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
남성,40~49,4년제이상 대학,소득없음,13.975,44.9325,2.1875877402499997,3.242783653
여성,20~29,4년제이상 대학,100만원 미만,14.45,42.1125,6.70600072175,9.786253472250001
여성,20~29,중졸이하,200만원 ~ 300만원,12.8,46.7425,9.7052035875,15.804462208
남성,30~39,고등학교,200만원 ~ 300만원,12.875,39.3925,2.06997715575,3.063649324
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045000003,5.2488972380000005
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045000003,5.2488972380000005
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
남성,60이상,고등학교,400만원 ~ 500만원,8.725,37.3725,5.45074791175,7.6778905137499995
여성,40~49,4년제이상 대학,300만원 ~ 400만원,13.85,37.287499999999994,1.8946461582499998,2.8969303094999996
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.5245914952499997
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
남성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,12.125,38.915000000000006,2.45103971375,3.72941844275
남성,20~29,고등학교,300만원 ~ 400만원,14.075,41.834999999999994,1.99190588675,2.9670350764999998
남성,30~39,고등학교,200만원 ~ 300만원,12.875,39.3925,2.06997715575,3.063649324
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.769999999999996,1.8005429222499998,2.82301251
여성,40~49,4년제이상 대학,300만원 ~ 400만원,13.85,37.287499999999994,1.8946461582499998,2.8969303094999996
여성,16~19,고등학교,200만원 ~ 300만원,11.8,42.1675,3.989163725,5.55430012875
여성,20~29,4년제이상 대학,200만원 ~ 300만원,15.0,40.9875,1.76900072175,2.52598145775
남성,40~49,고등학교,100만원 ~ 200만원,10.424999999999999,44.11,4.5206703702499995,7.29547696025
남성,30~39,고등학교,400만원 ~ 500만원,12.475,39.3525,3.4686792835,4.9388992135
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.375,38.620000000000005,2.35728306775,3.4163118705
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466114999997
여성,30~39,고등학교,200만원 ~ 300만원,12.475,38.91,2.1640803917499998,3.1375671234999998
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
