gender,age_group,edu_level,personal_income,ai_use_rate,avg_use_time_min,leisure_score,utility_score,cluster
남성,16~19,4년제이상 대학,300만원 ~ 400만원,15.225,41.215,3.4377663735,4.8527211435,Balanced User
여성,16~19,고등학교,200만원 ~ 300만원,11.8,42.1675,3.989163725,5.55430012875,Utilitarian User
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175,Utilitarian User
여성,30~39,4년제이상 대학,600만원 ~ 700만원,13.875,36.9825,16.980595801,21.302304086000003,Utilitarian User
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.3,36.5125,3.66489452575,5.23132432225,Utilitarian User
여성,20~29,4년제이상 대학,소득없음,15.575,47.615,2.0859026825,2.889407717,Balanced User
남성,40~49,"2,3년제 전문대학",소득없음,12.7,45.5425,2.7679416745000003,4.092844702000001,Balanced User
남성,40~49,고등학교,소득없음,11.8,45.8325,2.5747389985,3.814099955,Balanced User
남성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,13.375,39.0625,3.6618819595,5.2176439605,Balanced User
여성,16~19,4년제이상 대학,200만원 ~ 300만원,13.975,41.2675,3.60201246675,4.98298382675,Balanced User
남성,40~49,고등학교,100만원 ~ 200만원,10.425,44.11,4.52067037025,7.29547696025,Utilitarian User
남성,20~29,고등학교,300만원 ~ 400만원,14.075,41.835,1.99190588675,2.9670350765,Balanced User
남성,50~59,고등학교,300만원 ~ 400만원,11.025,37.7275,2.46585513175,3.75242421275,Utilitarian User
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025,Utilitarian User
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945,Utilitarian User
여성,30~39,고등학교,소득없음,13.05,45.5375,2.4809823525,3.50099338275,Balanced User
여성,60이상,"2,3년제 전문대학",400만원 ~ 500만원,9.225,36.6,5.73805382375,8.03055306025,Utilitarian User
남성,40~49,고등학교,500만원 ~ 600만원,10.825,42.3575,6.01031322775,8.572738865249999,Utilitarian User
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.17219535575,Utilitarian User
남성,20~29,고등학교,100만원 ~ 200만원,12.425,47.275,4.3248820765,6.86818322475,Balanced User
남성,40~49,고등학교,300만원 ~ 400만원,12.075,38.67,2.1876941805,3.394328812,Utilitarian User
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.575,37.8975,2.4750000925,3.7469913585,Utilitarian User
남성,16~19,고등학교,300만원 ~ 400만원,13.05,42.115,3.82491763175,5.424037445500001,Balanced User
여성,60이상,고등학교,700만원 이상,9.275,41.08,36.916482345,71.74177836325,Overconsuming User
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.225,38.085,2.2871402105,3.35996698675,Balanced User
여성,50~59,중졸이하,200만원 ~ 300만원,9.75,42.635,10.1791528325,16.58985134425,Utilitarian User
여성,50~59,4년제이상 대학,100만원 ~ 200만원,11.15,41.785,4.50578329925,7.156173858500001,Utilitarian User
남성,50~59,4년제이상 대학,700만원 이상,12.9,41.5125,34.91918005575,69.102672734,Overconsuming User
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876,Balanced User
여성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,13.325,41.557500000000005,3.74805678375,5.25129239625,Balanced User
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.17219535575,Utilitarian User
여성,20~29,고등학교,200만원 ~ 300만원,12.825,41.8875,2.15615198,3.09729775975,Balanced User
남성,40~49,중졸이하,200만원 ~ 300만원,11.2,44.06,9.80688864525,16.157838144,Utilitarian User
남성,60이상,4년제이상 대학,400만원 ~ 500만원,10.9,36.4725,5.0635966535,7.10657421175,Utilitarian User
여성,50~59,4년제이상 대학,100만원 ~ 200만원,11.15,41.785,4.50578329925,7.156173858500001,Utilitarian User
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025,Balanced User
여성,50~59,고등학교,400만원 ~ 500만원,9.375,37.74,4.02880335275,5.7579367855,Utilitarian User
여성,50~59,고등학교,100만원 미만,9.225,38.905,7.567101225,11.1429589105,Utilitarian User
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175,Utilitarian User
남성,50~59,4년제이상 대학,400만원 ~ 500만원,11.95,37.3225,3.5475488585,5.112702684,Utilitarian User
남성,20~29,4년제이상 대학,500만원 ~ 600만원,15.0,44.6225,5.42737367575,7.57412882775,Balanced User
남성,50~59,4년제이상 대학,400만원 ~ 500만원,11.95,37.3225,3.5475488585,5.112702684,Utilitarian User
여성,30~39,4년제이상 대학,소득없음,15.225,44.6375,2.09383109425,2.9296770807500003,Balanced User
여성,20~29,고등학교,200만원 ~ 300만원,12.825,41.8875,2.15615198,3.09729775975,Balanced User
여성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,9.625,36.64,4.339351696,6.15530317075,Utilitarian User
남성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,11.075,37.9725,2.729200665,4.0875138435,Utilitarian User
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945,Utilitarian User
여성,50~59,고등학교,소득없음,10.35,44.4075,2.94700318575,4.246113155250001,Utilitarian User
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575,Utilitarian User
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005,Utilitarian User
남성,30~39,고등학교,500만원 ~ 600만원,12.475,42.545,5.8224533457500005,8.1857144935,Balanced User
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,14.575,41.0625,2.27921179875,3.319697623,Balanced User
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890155,2.95327519325,Balanced User
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405,Utilitarian User
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945,Utilitarian User
여성,60이상,4년제이상 대학,소득없음,11.475,42.6575,4.0758997225,5.668668381,Utilitarian User
남성,20~29,고등학교,300만원 ~ 400만원,14.075,41.835,1.99190588675,2.9670350765,Balanced User
남성,60이상,4년제이상 대학,소득없음,11.874999999999998,43.14,3.9817964865,5.5947505815,Balanced User
여성,30~39,"2,3년제 전문대학",소득없음,13.95,45.2475,2.6741850285,3.77973812975,Balanced User
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857795,2.87935739375,Balanced User
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965,Utilitarian User
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.625,38.5675,2.1930369745,3.28604918725,Balanced User
여성,20~29,4년제이상 대학,200만원 ~ 300만원,15.0,40.9875,1.76900072175,2.52598145775,Balanced User
여성,60이상,대학원 이상,100만원 ~ 200만원,10.35,60.5225,20.567503655,26.255609469,Balanced User
여성,16~19,4년제이상 대학,200만원 ~ 300만원,13.975,41.2675,3.60201246675,4.98298382675,Balanced User
남성,50~59,고등학교,300만원 ~ 400만원,11.025,37.7275,2.46585513175,3.75242421275,Utilitarian User
남성,20~29,고등학교,100만원 미만,12.675,43.495,6.999048744,10.28365197475,Balanced User
여성,50~59,고등학교,100만원 ~ 200만원,8.975,42.685,4.8929345575,7.7274901605,Utilitarian User
남성,20~29,4년제이상 대학,500만원 ~ 600만원,15.0,44.6225,5.42737367575,7.57412882775,Balanced User
여성,60이상,중졸이하,400만원 ~ 500만원,8.3,41.745000000000005,13.09390275525,20.4589727615,Utilitarian User
남성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,13.375,39.0625,3.6618819595,5.2176439605,Balanced User
남성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.875,36.587500000000006,4.17510560275,6.0250404875,Utilitarian User
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.95,36.88,2.24294996675,3.311370594,Utilitarian User
남성,50~59,4년제이상 대학,500만원 ~ 600만원,11.95,40.515,5.90132292075,8.359517964,Utilitarian User
남성,60이상,고등학교,100만원 ~ 200만원,8.325,42.3175,6.3148791165,9.64744388875,Utilitarian User
여성,60이상,고등학교,소득없음,9.3,43.5575,4.46305098075,6.239984682999999,Utilitarian User
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025,Balanced User
남성,20~29,4년제이상 대학,500만원 ~ 600만원,15.0,44.6225,5.42737367575,7.57412882775,Balanced User
여성,50~59,고등학교,300만원 ~ 400만원,10.625,37.245000000000005,2.55995836775,3.82634201225,Utilitarian User
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.525,36.955,2.75316104375,4.105086759250001,Utilitarian User
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.15,35.977500000000006,3.5947516685000003,5.1749794385,Utilitarian User
남성,30~39,4년제이상 대학,500만원 ~ 600만원,14.65,41.645,5.4353020875,7.614398191499999,Balanced User
여성,20~29,4년제이상 대학,300만원 ~ 400만원,15.85,40.4525,1.6988578645,2.469636574,Balanced User
남성,20~29,고등학교,600만원 ~ 700만원,12.45,41.3425,17.2657154115,21.75943322475,Utilitarian User
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965,Utilitarian User
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466115,Utilitarian User
여성,30~39,"2,3년제 전문대학",소득없음,13.95,45.2475,2.6741850285,3.77973812975,Balanced User
여성,50~59,4년제이상 대학,100만원 미만,11.4,38.005,7.17994996675,10.5716426085,Utilitarian User
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.95,36.88,2.24294996675,3.311370594,Utilitarian User
남성,20~29,4년제이상 대학,100만원 ~ 200만원,14.6,46.375,3.93773081825,6.2968669227500005,Balanced User
남성,50~59,고등학교,300만원 ~ 400만원,11.025,37.7275,2.46585513175,3.75242421275,Utilitarian User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
여성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.475,36.105,4.26920883875,6.098958287,Utilitarian User
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045,5.2488972380000005,Utilitarian User
여성,20~29,"2,3년제 전문대학",500만원 ~ 600만원,13.325,44.75,6.101830846,8.498107676250001,Balanced User
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375,Utilitarian User
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466115,Utilitarian User
여성,40~49,고등학교,400만원 ~ 500만원,10.425,38.6825,3.7506424015,5.399841384749999,Utilitarian User
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,14.125,42.080000000000005,2.25525142,3.30212470725,Balanced User
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405,Utilitarian User
여성,60이상,"2,3년제 전문대학",400만원 ~ 500만원,9.225,36.6,5.73805382375,8.03055306025,Utilitarian User
남성,30~39,4년제이상 대학,100만원 미만,14.499999999999998,39.6175,6.6198258975,9.7526050365,Balanced User
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215,Balanced User
남성,20~29,4년제이상 대학,100만원 ~ 200만원,14.6,46.375,3.93773081825,6.2968669227500005,Balanced User
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405,Utilitarian User
남성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.875,36.587500000000006,4.17510560275,6.0250404875,Utilitarian User
남성,40~49,"2,3년제 전문대학",500만원 ~ 600만원,11.725,42.0675,6.2035159037500005,8.85148361225,Utilitarian User
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643,Utilitarian User
여성,60이상,고등학교,500만원 ~ 600만원,8.325,40.0825,7.89862521,10.99862359325,Utilitarian User
여성,20~29,중졸이하,400만원 ~ 500만원,12.4,46.7025,11.10390571525,17.6797120975,Balanced User
남성,30~39,4년제이상 대학,100만원 ~ 200만원,14.249999999999998,43.3975,3.94565923,6.3371362865,Balanced User
남성,40~49,고등학교,100만원 ~ 200만원,10.425,44.11,4.52067037025,7.29547696025,Utilitarian User
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575,Utilitarian User
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215,Balanced User
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045,5.2488972380000005,Utilitarian User
여성,50~59,4년제이상 대학,100만원 ~ 200만원,11.15,41.785,4.50578329925,7.156173858500001,Utilitarian User
여성,30~39,고등학교,300만원 ~ 400만원,13.325,38.375,2.0939375345,3.08122223975,Balanced User
여성,16~19,4년제이상 대학,400만원 ~ 500만원,13.575,41.2275,5.0007145945,6.85823371625,Balanced User
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890155,2.95327519325,Balanced User
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.575,37.8975,2.4750000925,3.7469913585,Utilitarian User
남성,60이상,"2,3년제 전문대학",100만원 미만,9.475,38.2475,9.18224846,13.34165738575,Utilitarian User
여성,60이상,"2,3년제 전문대학",소득없음,10.2,43.2675,4.65625365675,6.5187294300000005,Utilitarian User
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711,Balanced User
남성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.975,38.38,2.3808968565,3.673073559,Balanced User
남성,40~49,"2,3년제 전문대학",100만원 ~ 200만원,11.325,43.82,4.71387304625,7.57422170725,Utilitarian User
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215,Balanced User
남성,20~29,고등학교,300만원 ~ 400만원,14.075,41.835,1.99190588675,2.9670350765,Balanced User
남성,50~59,고등학교,400만원 ~ 500만원,9.775,38.2225,3.93470011675,5.684018986,Utilitarian User
남성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,11.075,37.9725,2.729200665,4.0875138435,Utilitarian User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.18110791075,Balanced User
남성,60이상,4년제이상 대학,소득없음,11.874999999999998,43.14,3.9817964865,5.5947505815,Balanced User
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.77,1.8005429222499998,2.82301251,Balanced User
여성,16~19,4년제이상 대학,300만원 ~ 400만원,14.825,40.7325,3.5318696095,4.926638943,Balanced User
남성,60이상,4년제이상 대학,400만원 ~ 500만원,10.9,36.4725,5.0635966535,7.10657421175,Utilitarian User
여성,50~59,4년제이상 대학,소득없음,12.525,43.5075,2.5598519275,3.67479685325,Balanced User
남성,30~39,4년제이상 대학,소득없음,15.624999999999998,45.12,1.99972785825,2.85575928125,Balanced User
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175,Utilitarian User
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045,5.2488972380000005,Utilitarian User
남성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.925,37.4375,2.65905780775,4.03116895975,Utilitarian User
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325,Balanced User
남성,40~49,고등학교,100만원 ~ 200만원,10.425,44.11,4.52067037025,7.29547696025,Utilitarian User
여성,20~29,고등학교,500만원 ~ 600만원,12.425,45.03999999999999,5.90862817,8.21936292925,Balanced User
여성,40~49,4년제이상 대학,400만원 ~ 500만원,12.6,37.7825,3.36349114325,4.82852508275,Utilitarian User
여성,20~29,4년제이상 대학,300만원 ~ 400만원,15.85,40.4525,1.6988578645,2.469636574,Balanced User
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375,Utilitarian User
남성,50~59,"2,3년제 전문대학",소득없음,11.65,44.6,3.04610262575,4.45094010275,Balanced User
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575,Utilitarian User
남성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,10.025,37.1225,4.24524846,6.08138537125,Utilitarian User
남성,16~19,4년제이상 대학,소득없음,14.95,48.3775,3.8248111915,5.2724922865,Balanced User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.3,36.5125,3.66489452575,5.23132432225,Utilitarian User
여성,20~29,고등학교,200만원 ~ 300만원,12.825,41.8875,2.15615198,3.09729775975,Balanced User
여성,60이상,4년제이상 대학,소득없음,11.475,42.6575,4.0758997225,5.668668381,Utilitarian User
남성,60이상,4년제이상 대학,500만원 ~ 600만원,10.9,39.665000000000006,7.41737071575,10.35338949175,Utilitarian User
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.15,35.977500000000006,3.5947516685000003,5.1749794385,Utilitarian User
여성,16~19,4년제이상 대학,300만원 ~ 400만원,14.825,40.7325,3.5318696095,4.926638943,Balanced User
남성,50~59,고등학교,300만원 ~ 400만원,11.025,37.7275,2.46585513175,3.75242421275,Utilitarian User
남성,60이상,고등학교,소득없음,9.7,44.04,4.36894774475,6.166066883499999,Utilitarian User
여성,50~59,고등학교,100만원 ~ 200만원,8.975,42.685,4.8929345575,7.7274901605,Utilitarian User
남성,60이상,고등학교,소득없음,9.7,44.04,4.36894774475,6.166066883499999,Utilitarian User
여성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,13.725,41.5975,2.349354656,3.37604250675,Balanced User
남성,20~29,고등학교,400만원 ~ 500만원,12.825,42.33,3.46075087175,4.89862984975,Balanced User
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.630101225,3.882686896,Utilitarian User
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175,Utilitarian User
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.15,35.977500000000006,3.5947516685000003,5.1749794385,Utilitarian User
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.625,38.5675,2.1930369745,3.28604918725,Balanced User
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175,Utilitarian User
남성,50~59,4년제이상 대학,소득없음,12.925,43.99,2.4657486915,3.60087905375,Balanced User
여성,40~49,4년제이상 대학,소득없음,13.575,44.45,2.28169097625,3.3167014525,Balanced User
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.17219535575,Utilitarian User
남성,50~59,중졸이하,400만원 ~ 500만원,9.75,43.0775,11.483751724249998,18.39118343425,Utilitarian User
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175,Utilitarian User
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,14.125,42.080000000000005,2.25525142,3.30212470725,Balanced User
여성,40~49,4년제이상 대학,300만원 ~ 400만원,13.85,37.2875,1.89464615825,2.8969303095,Balanced User
여성,60이상,고등학교,400만원 ~ 500만원,8.325,36.89,5.54485114775,7.75180831325,Utilitarian User
남성,60이상,"2,3년제 전문대학",소득없음,10.6,43.75,4.56215042075,6.4448116305,Utilitarian User
남성,20~29,"2,3년제 전문대학",100만원 미만,13.575,43.205000000000005,7.19225142,10.562396721750002,Balanced User
여성,20~29,4년제이상 대학,200만원 ~ 300만원,15.0,40.9875,1.76900072175,2.52598145775,Balanced User
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.15,35.977500000000006,3.5947516685000003,5.1749794385,Utilitarian User
남성,40~49,4년제이상 대학,소득없음,13.975,44.9325,2.18758774025,3.242783653,Balanced User
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825,Balanced User
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.18110791075,Balanced User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.225,38.085,2.2871402105,3.35996698675,Balanced User
여성,20~29,4년제이상 대학,200만원 ~ 300만원,15.0,40.9875,1.76900072175,2.52598145775,Balanced User
남성,50~59,4년제이상 대학,500만원 ~ 600만원,11.95,40.515,5.90132292075,8.359517964,Utilitarian User
남성,30~39,4년제이상 대학,400만원 ~ 500만원,14.65,38.4525,3.08152802525,4.3675829115,Balanced User
여성,20~29,"2,3년제 전문대학",소득없음,14.3,48.225,2.66625661675,3.739468766,Balanced User
남성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.775,39.102500000000006,2.26317983175,3.342394071,Balanced User
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857795,2.87935739375,Balanced User
여성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.475,36.105,4.26920883875,6.098958287,Utilitarian User
여성,30~39,4년제이상 대학,소득없음,15.225,44.6375,2.09383109425,2.9296770807500003,Balanced User
남성,16~19,고등학교,소득없음,12.775,49.2775,4.21196244975,5.8438085885,Balanced User
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375,Utilitarian User
여성,50~59,4년제이상 대학,100만원 ~ 200만원,11.15,41.785,4.50578329925,7.156173858500001,Utilitarian User
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965,Utilitarian User
남성,16~19,4년제이상 대학,200만원 ~ 300만원,14.375000000000002,41.75,3.50790923075,4.90906602725,Balanced User
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825,Balanced User
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.225,38.085,2.2871402105,3.35996698675,Balanced User
여성,30~39,고등학교,200만원 ~ 300만원,12.475,38.91,2.16408039175,3.1375671235,Balanced User
여성,30~39,"2,3년제 전문대학",600만원 ~ 700만원,12.6,37.5925,17.56094973525,22.152365135,Utilitarian User
여성,30~39,고등학교,300만원 ~ 400만원,13.325,38.375,2.0939375345,3.08122223975,Balanced User
여성,40~49,4년제이상 대학,100만원 ~ 200만원,12.2,42.7275,4.227622348,6.79807845775,Balanced User
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890155,2.95327519325,Balanced User
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375,Utilitarian User
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857795,2.87935739375,Balanced User
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711,Balanced User
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.95,36.88,2.24294996675,3.311370594,Utilitarian User
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045,5.2488972380000005,Utilitarian User
여성,20~29,4년제이상 대학,소득없음,15.575,47.615,2.0859026825,2.889407717,Balanced User
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,14.125,42.080000000000005,2.25525142,3.30212470725,Balanced User
남성,50~59,4년제이상 대학,400만원 ~ 500만원,11.95,37.3225,3.5475488585,5.112702684,Utilitarian User
여성,20~29,고등학교,소득없음,13.4,48.51499999999999,2.47305394075,3.460724019,Balanced User
남성,50~59,4년제이상 대학,100만원 미만,11.8,38.4875,7.08584673075,10.497724809,Utilitarian User
남성,40~49,4년제이상 대학,700만원 이상,13.95,42.455,34.6410191045,68.74457733325,Overconsuming User
여성,40~49,"2,3년제 전문대학",소득없음,12.3,45.06,2.8620449105,4.1667625015,Balanced User
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025,Balanced User
남성,16~19,고등학교,소득없음,12.775,49.2775,4.21196244975,5.8438085885,Balanced User
여성,60이상,"2,3년제 전문대학",소득없음,10.2,43.2675,4.65625365675,6.5187294300000005,Utilitarian User
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.3,36.5125,3.66489452575,5.23132432225,Utilitarian User
남성,16~19,고등학교,소득없음,12.775,49.2775,4.21196244975,5.8438085885,Balanced User
여성,50~59,4년제이상 대학,소득없음,12.525,43.5075,2.5598519275,3.67479685325,Balanced User
남성,60이상,"2,3년제 전문대학",100만원 ~ 200만원,9.225,42.0275,6.5080817925,9.92618863575,Utilitarian User
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025,Balanced User
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.630101225,3.882686896,Utilitarian User
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405,Utilitarian User
여성,60이상,4년제이상 대학,100만원 ~ 200만원,10.1,40.935,6.02183109425,9.15004538625,Utilitarian User
남성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,13.725,42.040000000000006,3.65395354775,5.17737459675,Balanced User
여성,20~29,고등학교,100만원 ~ 200만원,12.025,46.7925,4.4189853125,6.94210102425,Balanced User
여성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,11.725,38.432500000000005,2.54514294975,3.80333624225,Utilitarian User
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.375,38.620000000000005,2.35728306775,3.4163118705,Balanced User
남성,20~29,4년제이상 대학,300만원 ~ 400만원,16.25,40.935,1.6047546285,2.3957187745,Balanced User
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.52459149525,Utilitarian User
남성,20~29,고등학교,200만원 ~ 300만원,13.225,42.37,2.062048744,3.02337996025,Balanced User
남성,30~39,고등학교,200만원 ~ 300만원,12.875,39.3925,2.06997715575,3.063649324,Balanced User
남성,40~49,"2,3년제 전문대학",400만원 ~ 500만원,11.725,38.875,3.8497418415,5.60466833225,Utilitarian User
남성,40~49,4년제이상 대학,100만원 ~ 200만원,12.6,43.21,4.133519112,6.72416065825,Balanced User
남성,50~59,"2,3년제 전문대학",100만원 ~ 200만원,10.275,42.8775,4.9920339975,7.932317108,Utilitarian User
남성,60이상,고등학교,400만원 ~ 500만원,8.725,37.3725,5.45074791175,7.677890513749999,Utilitarian User
여성,16~19,고등학교,300만원 ~ 400만원,12.65,41.63249999999999,3.91902086775,5.497955245,Balanced User
여성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,11.725,38.432500000000005,2.54514294975,3.80333624225,Utilitarian User
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.95,36.88,2.24294996675,3.311370594,Utilitarian User
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.77,1.8005429222499998,2.82301251,Balanced User
여성,30~39,4년제이상 대학,300만원 ~ 400만원,15.5,37.475,1.70678627625,2.50990593775,Balanced User
여성,20~29,4년제이상 대학,400만원 ~ 500만원,14.6,40.9475,3.1677028495,4.40123134725,Balanced User
여성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,9.625,36.64,4.339351696,6.15530317075,Utilitarian User
여성,50~59,고등학교,300만원 ~ 400만원,10.625,37.245000000000005,2.55995836775,3.82634201225,Utilitarian User
여성,60이상,"2,3년제 전문대학",600만원 ~ 700만원,8.85,35.6125,19.5430183635,24.891356435250003,Utilitarian User
