gender,age_group,edu_level,personal_income,avg_use_time_min,leisure_score,utility_score,cluster,classified_type,daily_prompt_count,total_power_consumed,total_cooling_consumed,total_carbon_emission,total_water_footprint
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,0.0,19.67108617078867,0,Strong Utilitarian,27.646666666666665,0.1382333333333333,13823.333333333332,5.861093333333332e-05,138.23333333333332
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578645,2.469636574,0,Unclassified,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
남성,40~49,"2,3년제 전문대학",400만원 ~ 500만원,38.875,11.151828438311496,0.0,1,Overconsuming,25.916666666666668,0.1295833333333333,12958.333333333334,5.494333333333332e-05,129.58333333333334
남성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,38.38,2.3808968565,3.673073559,0,Unclassified,25.58666666666667,0.1279333333333333,12793.333333333334,5.424373333333332e-05,127.93333333333334
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,1.9998342985,3.00730444025,0,Unclassified,25.905,0.129525,12952.5,5.49186e-05,129.525
여성,16~19,"2,3년제 전문대학",300만원 ~ 400만원,41.3425,18.19007118360235,3.683227896587329,1,Strong Overconsuming,27.561666666666667,0.1378083333333333,13780.833333333334,5.843073333333332e-05,137.80833333333334
여성,50~59,4년제이상 대학,400만원 ~ 500만원,36.84,0.0,17.162297493919592,0,Utilitarian,24.56,0.1228,12280.000000000002,5.20672e-05,122.80000000000003
남성,20~29,4년제이상 대학,400만원 ~ 500만원,41.43,0.0,12.619584564298352,0,Strong Utilitarian,27.62,0.1381,13810.0,5.8554399999999996e-05,138.1
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,0.0,10.35703193072651,0,Utilitarian,24.551666666666662,0.1227583333333333,12275.833333333332,5.2049533333333324e-05,122.75833333333333
남성,40~49,4년제이상 대학,소득없음,44.9325,2.18758774025,3.242783653,2,Unclassified,29.955,0.149775,14977.5,6.35046e-05,149.775
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578645,2.469636574,0,Unclassified,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,0.0,13.615839017820637,0,Utilitarian,25.34,0.1267,12670.0,5.37208e-05,126.7
여성,40~49,4년제이상 대학,400만원 ~ 500만원,37.7825,11.185356330729215,1.486479780474197,1,Overconsuming,25.188333333333333,0.1259416666666666,12594.166666666666,5.3399266666666635e-05,125.94166666666666
남성,20~29,4년제이상 대학,400만원 ~ 500만원,41.43,1.8693234306241568,11.33154334523316,0,Strong Utilitarian,27.62,0.1381,13810.0,5.8554399999999996e-05,138.1
여성,40~49,4년제이상 대학,400만원 ~ 500만원,37.7825,3.36349114325,4.82852508275,0,Unclassified,25.188333333333333,0.1259416666666666,12594.166666666666,5.3399266666666635e-05,125.94166666666666
남성,20~29,4년제이상 대학,100만원 ~ 200만원,46.375,10.423349229541264,0.6657744860081216,2,Strong Overconsuming,30.916666666666668,0.1545833333333333,15458.333333333334,6.554333333333331e-05,154.58333333333334
여성,20~29,4년제이상 대학,소득없음,47.615,0.0,15.574100670994524,2,Strong Utilitarian,31.743333333333336,0.1587166666666666,15871.666666666668,6.729586666666664e-05,158.71666666666667
남성,20~29,고등학교,300만원 ~ 400만원,41.835,1.99190588675,2.9670350765,0,Unclassified,27.89,0.13945,13945.0,5.912679999999999e-05,139.45000000000002
남성,50~59,고등학교,200만원 ~ 300만원,38.2625,0.0,18.57293604519598,0,Utilitarian,25.508333333333336,0.1275416666666667,12754.166666666668,5.407766666666668e-05,127.54166666666669
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,3.5551516645666146,19.908398412722462,2,Strong Utilitarian,28.485,0.142425,14242.5,6.03882e-05,142.425
여성,30~39,4년제이상 대학,100만원 미만,39.135,6.7139291335,9.826522836,0,Utilitarian,26.09,0.13045,13045.0,5.53108e-05,130.45
여성,30~39,고등학교,200만원 ~ 300만원,38.91,11.127981026511591,0.1300817230019659,1,Overconsuming,25.94,0.1296999999999999,12969.999999999998,5.499279999999995e-05,129.7
여성,30~39,4년제이상 대학,소득없음,44.6375,2.09383109425,2.9296770807500003,2,Unclassified,29.758333333333336,0.1487916666666666,14879.166666666668,6.308766666666664e-05,148.79166666666669
남성,30~39,4년제이상 대학,소득없음,45.12,1.99972785825,2.85575928125,2,Unclassified,30.08,0.1504,15040.0,6.37696e-05,150.4
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.0625,2.27921179875,3.319697623,0,Unclassified,27.375,0.136875,13687.5,5.8034999999999996e-05,136.875
여성,50~59,"2,3년제 전문대학",소득없음,44.1175,3.14020586175,4.52485790225,2,Unclassified,29.411666666666665,0.1470583333333333,14705.833333333332,6.235273333333331e-05,147.05833333333334
여성,30~39,4년제이상 대학,100만원 미만,39.135,6.7139291335,9.826522836,0,Utilitarian,26.09,0.13045,13045.0,5.53108e-05,130.45
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,14.366632740811488,0.5335252174800154,1,Overconsuming,24.58666666666667,0.1229333333333333,12293.333333333334,5.212373333333332e-05,122.93333333333334
여성,16~19,고등학교,500만원 ~ 600만원,45.31999999999999,7.741639915,10.67636529825,2,Strong Utilitarian,30.213333333333328,0.1510666666666666,15106.666666666664,6.405226666666663e-05,151.06666666666663
여성,30~39,4년제이상 대학,소득없음,44.6375,0.0,14.610203849282597,2,Strong Utilitarian,29.758333333333336,0.1487916666666666,14879.166666666668,6.308766666666664e-05,148.79166666666669
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578645,2.469636574,0,Unclassified,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,16.990635675946457,0.0,1,Overconsuming,25.536666666666665,0.1276833333333333,12768.333333333332,5.4137733333333315e-05,127.68333333333332
여성,20~29,4년제이상 대학,400만원 ~ 500만원,40.9475,3.1677028495,4.40123134725,0,Unclassified,27.29833333333333,0.1364916666666666,13649.166666666666,5.787246666666664e-05,136.49166666666667
남성,20~29,고등학교,200만원 ~ 300만원,42.37,17.93232793176834,0.0,1,Strong Overconsuming,28.246666666666663,0.1412333333333333,14123.333333333334,5.988293333333331e-05,141.23333333333335
남성,16~19,고등학교,200만원 ~ 300만원,42.65,15.660227623260006,0.8710085550715494,1,Strong Overconsuming,28.433333333333334,0.1421666666666666,14216.666666666666,6.027866666666664e-05,142.16666666666666
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,13.371940959343558,0.0,1,Overconsuming,25.536666666666665,0.1276833333333333,12768.333333333332,5.4137733333333315e-05,127.68333333333332
남성,20~29,고등학교,100만원 ~ 200만원,47.275,4.3248820765,6.86818322475,2,Strong Utilitarian,31.516666666666666,0.1575833333333333,15758.333333333332,6.681533333333331e-05,157.58333333333331
여성,40~49,고등학교,400만원 ~ 500만원,38.6825,0.0,19.849350259567355,0,Utilitarian,25.78833333333333,0.1289416666666666,12894.166666666666,5.467126666666663e-05,128.94166666666666
여성,60이상,4년제이상 대학,200만원 ~ 300만원,36.03,16.075199468383037,0.0,1,Overconsuming,24.02,0.1201,12010.0,5.09224e-05,120.10000000000001
남성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,38.915000000000006,2.45103971375,3.72941844275,0,Unclassified,25.94333333333334,0.1297166666666667,12971.66666666667,5.499986666666668e-05,129.7166666666667
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,9.794902519465952,0.0,1,Overconsuming,25.536666666666665,0.1276833333333333,12768.333333333332,5.4137733333333315e-05,127.68333333333332
남성,50~59,4년제이상 대학,소득없음,43.99,2.4657486915,3.60087905375,2,Unclassified,29.326666666666668,0.1466333333333333,14663.333333333334,6.217253333333332e-05,146.63333333333335
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,10.487758493314068,0.0,1,Strong Overconsuming,27.325,0.136625,13662.5,5.7928999999999994e-05,136.625
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,0.0,11.970714494551906,0,Utilitarian,24.58666666666667,0.1229333333333333,12293.333333333334,5.212373333333332e-05,122.93333333333334
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,42.080000000000005,18.528844369353823,0.0,1,Strong Overconsuming,28.053333333333335,0.1402666666666667,14026.66666666667,5.9473066666666685e-05,140.2666666666667
여성,20~29,고등학교,400만원 ~ 500만원,41.8475,15.573452928791037,1.595349721746638,1,Strong Overconsuming,27.89833333333333,0.1394916666666666,13949.166666666664,5.9144466666666635e-05,139.49166666666665
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,0.0,8.325459355749393,0,Strong Utilitarian,27.325,0.136625,13662.5,5.7928999999999994e-05,136.625
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022,0,Unclassified,25.661666666666665,0.1283083333333333,12830.833333333332,5.440273333333332e-05,128.30833333333334
여성,60이상,4년제이상 대학,200만원 ~ 300만원,36.03,0.0,13.057417822836792,0,Utilitarian,24.02,0.1201,12010.0,5.09224e-05,120.10000000000001
여성,40~49,고등학교,300만원 ~ 400만원,38.1875,9.703367618032932,0.0,1,Overconsuming,25.45833333333333,0.1272916666666666,12729.166666666666,5.397166666666664e-05,127.29166666666666
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.2875,11.314469378489443,0.0,1,Overconsuming,24.85833333333333,0.1242916666666666,12429.166666666668,5.269966666666664e-05,124.29166666666669
남성,50~59,4년제이상 대학,200만원 ~ 300만원,37.3625,13.002754462488696,0.0,1,Overconsuming,24.90833333333333,0.1245416666666666,12454.166666666666,5.280566666666664e-05,124.54166666666666
남성,30~39,고등학교,100만원 ~ 200만원,44.2975,0.0,19.533100189727456,2,Strong Utilitarian,29.531666666666663,0.1476583333333333,14765.833333333334,6.260713333333331e-05,147.65833333333333
남성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,38.38,0.0,12.34958826722456,0,Utilitarian,25.58666666666667,0.1279333333333333,12793.333333333334,5.424373333333332e-05,127.93333333333334
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,14.612279275287571,0.0,1,Overconsuming,25.34,0.1267,12670.0,5.37208e-05,126.7
여성,50~59,4년제이상 대학,100만원 ~ 200만원,41.785,0.0,14.179171347725,0,Strong Utilitarian,27.856666666666666,0.1392833333333333,13928.333333333332,5.905613333333331e-05,139.28333333333333
남성,20~29,4년제이상 대학,100만원 ~ 200만원,46.375,3.93773081825,6.2968669227500005,2,Strong Utilitarian,30.916666666666668,0.1545833333333333,15458.333333333334,6.554333333333331e-05,154.58333333333334
여성,40~49,4년제이상 대학,600만원 ~ 700만원,36.795,29.8951773049776,15.140303304053145,1,Utilitarian,24.53,0.12265,12265.0,5.20036e-05,122.65
여성,40~49,4년제이상 대학,100만원 미만,38.9475,6.9017890155,10.21354720775,0,Utilitarian,25.965,0.129825,12982.5,5.50458e-05,129.825
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,2.24294996675,3.311370594,0,Unclassified,24.58666666666667,0.1229333333333333,12293.333333333334,5.212373333333332e-05,122.93333333333334
여성,40~49,4년제이상 대학,소득없음,44.45,11.973714941449376,0.0,1,Strong Overconsuming,29.633333333333336,0.1481666666666667,14816.666666666668,6.282266666666668e-05,148.16666666666669
남성,20~29,"2,3년제 전문대학",소득없음,48.7075,2.57215338075,3.6655509665,2,Unclassified,32.47166666666667,0.1623583333333333,16235.833333333336,6.883993333333332e-05,162.35833333333335
남성,30~39,4년제이상 대학,소득없음,45.12,15.626212964230202,0.0,1,Strong Overconsuming,30.08,0.1504,15040.0,6.37696e-05,150.4
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.085,11.71927759140863,0.0,1,Overconsuming,25.39,0.12695,12695.0,5.38268e-05,126.95
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.77,13.67329307989589,0.9468277873540688,1,Overconsuming,25.180000000000003,0.1259,12590.000000000002,5.3381600000000004e-05,125.90000000000002
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,0.0,15.18175828481048,0,Strong Utilitarian,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
남성,50~59,고등학교,500만원 ~ 600만원,41.415,6.288474179,8.930834266,0,Strong Utilitarian,27.61,0.13805,13805.0,5.85332e-05,138.05
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,0.0,15.885117153946409,0,Strong Utilitarian,27.290000000000003,0.13645,13645.000000000002,5.7854799999999994e-05,136.45000000000002
남성,60이상,4년제이상 대학,소득없음,43.14,17.55980569220474,1.730373759264924,1,Strong Overconsuming,28.76,0.1438,14380.0,6.09712e-05,143.8
남성,50~59,4년제이상 대학,소득없음,43.99,2.4657486915,3.60087905375,2,Unclassified,29.326666666666668,0.1466333333333333,14663.333333333334,6.217253333333332e-05,146.63333333333335
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.2875,1.89464615825,2.8969303095,0,Unclassified,24.85833333333333,0.1242916666666666,12429.166666666668,5.269966666666664e-05,124.29166666666669
남성,20~29,"2,3년제 전문대학",100만원 ~ 200만원,46.98500000000001,0.0,19.058333313493755,2,Strong Utilitarian,31.323333333333338,0.1566166666666666,15661.66666666667,6.640546666666664e-05,156.6166666666667
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890155,2.95327519325,0,Unclassified,25.215,0.126075,12607.5,5.34558e-05,126.075
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,38.620000000000005,9.57741228658296,0.0,1,Overconsuming,25.74666666666667,0.1287333333333333,12873.333333333336,5.458293333333332e-05,128.73333333333335
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,2.24294996675,3.311370594,0,Unclassified,24.58666666666667,0.1229333333333333,12293.333333333334,5.212373333333332e-05,122.93333333333334
여성,60이상,4년제이상 대학,200만원 ~ 300만원,36.03,11.81657393670076,0.0,1,Overconsuming,24.02,0.1201,12010.0,5.09224e-05,120.10000000000001
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.0625,0.0,9.402951581589566,0,Strong Utilitarian,27.375,0.136875,13687.5,5.8034999999999996e-05,136.875
여성,40~49,중졸이하,300만원 ~ 400만원,43.0425,9.830849024,16.17541105975,2,Strong Utilitarian,28.695,0.143475,14347.499999999998,6.083339999999999e-05,143.475
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,1.67489748575,2.45206365825,0,Unclassified,27.646666666666665,0.1382333333333333,13823.333333333332,5.861093333333332e-05,138.23333333333332
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,38.620000000000005,0.0,15.557938424604792,0,Utilitarian,25.74666666666667,0.1287333333333333,12873.333333333336,5.458293333333332e-05,128.73333333333335
남성,60이상,4년제이상 대학,500만원 ~ 600만원,39.665000000000006,2.8726740142897738,17.61923186533313,0,Utilitarian,26.44333333333334,0.1322166666666667,13221.66666666667,5.605986666666668e-05,132.2166666666667
남성,20~29,4년제이상 대학,500만원 ~ 600만원,44.6225,1.7294300194586842,19.99871906673379,2,Strong Utilitarian,29.74833333333333,0.1487416666666667,14874.166666666668,6.306646666666666e-05,148.74166666666667
여성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,38.432500000000005,12.177239916804709,1.0121916667567468,1,Overconsuming,25.62166666666667,0.1281083333333333,12810.833333333336,5.431793333333332e-05,128.10833333333335
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.9575,1.61268304025,2.43598813825,0,Unclassified,25.305000000000003,0.126525,12652.500000000002,5.3646599999999996e-05,126.52500000000002
여성,30~39,중졸이하,200만원 ~ 300만원,43.765,9.71313199925,15.84473157175,2,Strong Utilitarian,29.176666666666662,0.1458833333333333,14588.333333333332,6.185453333333333e-05,145.88333333333333
남성,40~49,고등학교,100만원 ~ 200만원,44.11,0.0,14.463343512552392,2,Strong Utilitarian,29.406666666666663,0.1470333333333333,14703.333333333334,6.234213333333331e-05,147.03333333333333
남성,50~59,4년제이상 대학,소득없음,43.99,2.4657486915,3.60087905375,2,Unclassified,29.326666666666668,0.1466333333333333,14663.333333333334,6.217253333333332e-05,146.63333333333335
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890155,2.95327519325,0,Unclassified,25.215,0.126075,12607.5,5.34558e-05,126.075
남성,50~59,"2,3년제 전문대학",400만원 ~ 500만원,37.9325,18.84068712306854,2.99919970444486,1,Overconsuming,25.28833333333333,0.1264416666666666,12644.166666666666,5.361126666666664e-05,126.44166666666666
여성,20~29,고등학교,500만원 ~ 600만원,45.03999999999999,1.8630015169303489,15.316552575571968,2,Strong Utilitarian,30.02666666666666,0.1501333333333333,15013.33333333333,6.365653333333332e-05,150.1333333333333
여성,20~29,4년제이상 대학,500만원 ~ 600만원,44.14,13.958172599851576,3.793394313753555,1,Strong Overconsuming,29.426666666666662,0.1471333333333333,14713.333333333332,6.238453333333333e-05,147.13333333333333
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,11.01813747458173,0.0,1,Overconsuming,25.151666666666667,0.1257583333333333,12575.833333333334,5.3321533333333314e-05,125.75833333333334
남성,40~49,4년제이상 대학,100만원 ~ 200만원,43.21,4.133519112,6.72416065825,2,Strong Utilitarian,28.80666666666667,0.1440333333333333,14403.333333333334,6.107013333333332e-05,144.03333333333333
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.2875,11.583670576615376,0.0,1,Overconsuming,24.85833333333333,0.1242916666666666,12429.166666666668,5.269966666666664e-05,124.29166666666669
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.9575,0.0,12.343759346146111,0,Utilitarian,25.305000000000003,0.126525,12652.500000000002,5.3646599999999996e-05,126.52500000000002
여성,20~29,"2,3년제 전문대학",소득없음,48.225,0.0,15.812942582171694,2,Strong Utilitarian,32.15,0.16075,16075.0,6.8158e-05,160.75
남성,40~49,4년제이상 대학,700만원 이상,42.455,34.6410191045,68.74457733325,3,Strong Utilitarian,28.30333333333333,0.1415166666666666,14151.666666666666,6.0003066666666634e-05,141.51666666666665
여성,16~19,고등학교,소득없음,48.795,14.864554339100916,3.37415529001735,2,Strong Overconsuming,32.53,0.16265,16265.0,6.89636e-05,162.65
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.475,12.330343324132928,0.0,1,Overconsuming,24.98333333333333,0.1249166666666666,12491.666666666668,5.296466666666664e-05,124.91666666666669
여성,60이상,4년제이상 대학,700만원 이상,40.18,53.234713935985454,65.77696511423238,3,Strong Utilitarian,26.786666666666665,0.1339333333333333,13393.333333333332,5.678773333333331e-05,133.93333333333334
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,1.8706857795,2.87935739375,0,Unclassified,25.536666666666665,0.1276833333333333,12768.333333333332,5.4137733333333315e-05,127.68333333333332
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.9575,18.781869939777582,0.0,1,Overconsuming,25.305000000000003,0.126525,12652.500000000002,5.3646599999999996e-05,126.52500000000002
여성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,41.5975,2.349354656,3.37604250675,0,Unclassified,27.731666666666666,0.1386583333333333,13865.833333333332,5.879113333333331e-05,138.65833333333333
여성,30~39,4년제이상 대학,소득없음,44.6375,12.460446848038712,0.0,1,Strong Overconsuming,29.758333333333336,0.1487916666666666,14879.166666666668,6.308766666666664e-05,148.79166666666669
남성,40~49,고등학교,소득없음,45.8325,14.022563736253703,0.0,1,Strong Overconsuming,30.555000000000003,0.152775,15277.500000000002,6.477659999999999e-05,152.77500000000003
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,2.46585513175,3.75242421275,0,Unclassified,25.151666666666667,0.1257583333333333,12575.833333333334,5.3321533333333314e-05,125.75833333333334
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578645,2.469636574,0,Unclassified,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
여성,30~39,고등학교,300만원 ~ 400만원,38.375,2.0939375345,3.08122223975,0,Unclassified,25.58333333333333,0.1279166666666666,12791.666666666666,5.4236666666666635e-05,127.91666666666666
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,13.80399483160486,1.1273222247221026,1,Overconsuming,25.215,0.126075,12607.5,5.34558e-05,126.075
여성,30~39,4년제이상 대학,소득없음,44.6375,14.283543644784416,0.0,1,Strong Overconsuming,29.758333333333336,0.1487916666666666,14879.166666666668,6.308766666666664e-05,148.79166666666669
남성,20~29,4년제이상 대학,소득없음,48.0975,1.9917994465,2.8154899175,2,Unclassified,32.065,0.160325,16032.499999999998,6.797779999999999e-05,160.325
여성,60이상,4년제이상 대학,300만원 ~ 400만원,35.495000000000005,3.6888549045,5.2488972380000005,0,Unclassified,23.663333333333338,0.1183166666666667,11831.666666666668,5.0166266666666674e-05,118.31666666666668
남성,40~49,4년제이상 대학,400만원 ~ 500만원,38.265,3.26938790725,4.75460728325,0,Unclassified,25.51,0.12755,12755.0,5.408119999999999e-05,127.55
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,37.49,2.823303901,4.161431643,0,Unclassified,24.993333333333336,0.1249666666666666,12496.666666666668,5.2985866666666636e-05,124.96666666666668
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,16.424585232096657,0.0,1,Overconsuming,24.551666666666662,0.1227583333333333,12275.833333333332,5.2049533333333324e-05,122.75833333333333
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.5675,12.963757330103094,0.0,1,Overconsuming,25.71166666666667,0.1285583333333333,12855.833333333334,5.4508733333333315e-05,128.55833333333334
여성,50~59,중졸이하,200만원 ~ 300만원,42.635,10.1791528325,16.58985134425,2,Strong Utilitarian,28.42333333333333,0.1421166666666666,14211.666666666666,6.025746666666664e-05,142.11666666666667
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,0.0,18.61934337930188,0,Strong Utilitarian,28.485,0.142425,14242.5,6.03882e-05,142.425
남성,40~49,고등학교,300만원 ~ 400만원,38.67,0.0,15.965591504443331,0,Utilitarian,25.78,0.1289,12890.0,5.465359999999999e-05,128.9
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,0.0,11.599219701700951,0,Strong Utilitarian,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
남성,16~19,4년제이상 대학,200만원 ~ 300만원,41.75,3.50790923075,4.90906602725,0,Unclassified,27.83333333333333,0.1391666666666666,13916.666666666666,5.900666666666664e-05,139.16666666666666
남성,30~39,고등학교,소득없음,46.02,2.3868791165000003,3.42707558325,2,Unclassified,30.680000000000003,0.1534,15340.000000000002,6.50416e-05,153.40000000000003
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578645,2.469636574,0,Unclassified,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
여성,20~29,고등학교,200만원 ~ 300만원,41.8875,10.643148825095237,0.0,1,Strong Overconsuming,27.925,0.139625,13962.5,5.9201e-05,139.625
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,13.049948021446912,0,Utilitarian,25.661666666666665,0.1283083333333333,12830.833333333332,5.440273333333332e-05,128.30833333333334
남성,40~49,4년제이상 대학,400만원 ~ 500만원,38.265,12.703881361501228,3.1927216758073085,1,Overconsuming,25.51,0.12755,12755.0,5.408119999999999e-05,127.55
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,0.0,12.39333336320414,0,Strong Utilitarian,27.155,0.135775,13577.5,5.75686e-05,135.775
남성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,38.915000000000006,2.45103971375,3.72941844275,0,Unclassified,25.94333333333334,0.1297166666666667,12971.66666666667,5.499986666666668e-05,129.7166666666667
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,4.227622348,6.79807845775,2,Strong Utilitarian,28.485,0.142425,14242.5,6.03882e-05,142.425
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,1.7769291335,2.5662508215,0,Unclassified,25.34,0.1267,12670.0,5.37208e-05,126.7
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.77,8.13649889741479,0.0,1,Overconsuming,25.180000000000003,0.1259,12590.000000000002,5.3381600000000004e-05,125.90000000000002
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,13.72628417139595,0,Utilitarian,25.661666666666665,0.1283083333333333,12830.833333333332,5.440273333333332e-05,128.30833333333334
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.475,0.0,10.839614290845528,0,Utilitarian,24.98333333333333,0.1249166666666666,12491.666666666668,5.296466666666664e-05,124.91666666666669
남성,50~59,4년제이상 대학,200만원 ~ 300만원,37.3625,8.510581051697297,0.0,1,Overconsuming,24.90833333333333,0.1245416666666666,12454.166666666666,5.280566666666664e-05,124.54166666666666
남성,60이상,4년제이상 대학,400만원 ~ 500만원,36.4725,5.0635966535,7.10657421175,0,Utilitarian,24.315,0.1215749999999999,12157.499999999998,5.1547799999999954e-05,121.57499999999999
여성,50~59,고등학교,200만원 ~ 300만원,37.78,2.630101225,3.882686896,0,Unclassified,25.186666666666667,0.1259333333333333,12593.333333333334,5.339573333333333e-05,125.93333333333334
여성,30~39,4년제이상 대학,소득없음,44.6375,2.09383109425,2.9296770807500003,2,Unclassified,29.758333333333336,0.1487916666666666,14879.166666666668,6.308766666666664e-05,148.79166666666669
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,9.414363290433482,0,Utilitarian,25.661666666666665,0.1283083333333333,12830.833333333332,5.440273333333332e-05,128.30833333333334
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,1.67489748575,2.45206365825,0,Unclassified,27.646666666666665,0.1382333333333333,13823.333333333332,5.861093333333332e-05,138.23333333333332
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578645,2.469636574,0,Unclassified,26.968333333333334,0.1348416666666666,13484.166666666666,5.717286666666664e-05,134.84166666666667
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,0.0,16.724874387699696,0,Utilitarian,24.58666666666667,0.1229333333333333,12293.333333333334,5.212373333333332e-05,122.93333333333334
여성,60이상,4년제이상 대학,소득없음,42.6575,0.0,11.951280585185737,0,Strong Utilitarian,28.438333333333333,0.1421916666666666,14219.166666666666,6.028926666666664e-05,142.19166666666666
여성,60이상,4년제이상 대학,300만원 ~ 400만원,35.495000000000005,0.0,19.8992842851,0,Utilitarian,23.663333333333338,0.1183166666666667,11831.666666666668,5.0166266666666674e-05,118.31666666666668
남성,20~29,4년제이상 대학,100만원 미만,42.595,0.0,18.58263828665505,0,Strong Utilitarian,28.396666666666665,0.1419833333333333,14198.333333333332,6.0200933333333315e-05,141.98333333333332
여성,30~39,4년제이상 대학,400만원 ~ 500만원,37.97,15.228170688880176,0.0,1,Overconsuming,25.313333333333333,0.1265666666666666,12656.666666666666,5.366426666666664e-05,126.56666666666666
남성,20~29,4년제이상 대학,100만원 ~ 200만원,46.375,3.93773081825,6.2968669227500005,2,Strong Utilitarian,30.916666666666668,0.1545833333333333,15458.333333333334,6.554333333333331e-05,154.58333333333334
여성,50~59,"2,3년제 전문대학",500만원 ~ 600만원,40.6425,3.7781040460909936,19.71580811749908,0,Strong Utilitarian,27.095,0.1354749999999999,13547.5,5.7441399999999955e-05,135.475
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.9575,1.61268304025,2.43598813825,0,Unclassified,25.305000000000003,0.126525,12652.500000000002,5.3646599999999996e-05,126.52500000000002
